"X","gene","timepoint"
1530,"HORVU.MOREX.r2.5HG0380000","32H"
1531,"HORVU.MOREX.r2.1HG0051730","32H"
1532,"HORVU.MOREX.r2.5HG0353140","32H"
1533,"HORVU.MOREX.r2.4HG0317840","32H"
1534,"HORVU.MOREX.r2.4HG0285890","32H"
1535,"HORVU.MOREX.r2.7HG0575160","32H"
1536,"HORVU.MOREX.r2.5HG0390630","32H"
1537,"HORVU.MOREX.r2.1HG0041900","32H"
1538,"HORVU.MOREX.r2.2HG0096470","32H"
1539,"HORVU.MOREX.r2.5HG0359200","32H"
1540,"HORVU.MOREX.r2.1HG0020600","32H"
1541,"HORVU.MOREX.r2.3HG0251490","32H"
1542,"HORVU.MOREX.r2.3HG0240960","32H"
1543,"HORVU.MOREX.r2.3HG0270890","32H"
1544,"HORVU.MOREX.r2.7HG0582020","32H"
1545,"HORVU.MOREX.r2.5HG0396560","32H"
1546,"HORVU.MOREX.r2.4HG0314380","32H"
1547,"HORVU.MOREX.r2.4HG0340780","32H"
1548,"HORVU.MOREX.r2.7HG0562910","32H"
1549,"HORVU.MOREX.r2.1HG0036040","32H"
1550,"HORVU.MOREX.r2.4HG0341190","32H"
1551,"HORVU.MOREX.r2.4HG0330380","32H"
1552,"HORVU.MOREX.r2.5HG0444970","32H"
1553,"HORVU.MOREX.r2.4HG0289900","32H"
1554,"HORVU.MOREX.r2.4HG0336030","32H"
1555,"HORVU.MOREX.r2.6HG0511970","32H"
1556,"HORVU.MOREX.r2.1HG0020320","32H"
1557,"HORVU.MOREX.r2.7HG0617100","32H"
1558,"HORVU.MOREX.r2.1HG0061000","32H"
1559,"HORVU.MOREX.r2.6HG0507860","32H"
1560,"HORVU.MOREX.r2.3HG0253360","32H"
1561,"HORVU.MOREX.r2.2HG0129920","32H"
1562,"HORVU.MOREX.r2.2HG0096620","32H"
1563,"HORVU.MOREX.r2.4HG0293480","32H"
1564,"HORVU.MOREX.r2.4HG0337730","32H"
1565,"HORVU.MOREX.r2.6HG0509890","32H"
1566,"HORVU.MOREX.r2.5HG0407450","32H"
1567,"HORVU.MOREX.r2.6HG0502560","32H"
1568,"HORVU.MOREX.r2.4HG0344930","32H"
1569,"HORVU.MOREX.r2.1HG0067190","32H"
1570,"HORVU.MOREX.r2.3HG0218290","32H"
1571,"HORVU.MOREX.r2.1HG0057210","32H"
1572,"HORVU.MOREX.r2.1HG0012580","32H"
1573,"HORVU.MOREX.r2.3HG0189240","32H"
1574,"HORVU.MOREX.r2.7HG0557640","32H"
1575,"HORVU.MOREX.r2.5HG0413220","32H"
1576,"HORVU.MOREX.r2.2HG0153600","32H"
1577,"HORVU.MOREX.r2.5HG0365830","32H"
1578,"HORVU.MOREX.r2.2HG0145180","32H"
1579,"HORVU.MOREX.r2.5HG0366280","32H"
1580,"HORVU.MOREX.r2.5HG0387610","32H"
1581,"HORVU.MOREX.r2.2HG0112460","32H"
1582,"HORVU.MOREX.r2.4HG0332910","32H"
1583,"HORVU.MOREX.r2.5HG0427700","32H"
1584,"HORVU.MOREX.r2.4HG0320500","32H"
1585,"HORVU.MOREX.r2.6HG0491710","32H"
1586,"HORVU.MOREX.r2.2HG0160400","32H"
1587,"HORVU.MOREX.r2.1HG0077870","32H"
1588,"HORVU.MOREX.r2.2HG0108210","32H"
1589,"HORVU.MOREX.r2.1HG0001020","32H"
1590,"HORVU.MOREX.r2.4HG0327420","32H"
1591,"HORVU.MOREX.r2.4HG0320260","32H"
1592,"HORVU.MOREX.r2.2HG0136320","32H"
1593,"HORVU.MOREX.r2.1HG0051650","32H"
1594,"HORVU.MOREX.r2.4HG0337580","32H"
1595,"HORVU.MOREX.r2.4HG0297490","32H"
1596,"HORVU.MOREX.r2.6HG0492080","32H"
1597,"HORVU.MOREX.r2.4HG0296890","32H"
1598,"HORVU.MOREX.r2.7HG0603620","32H"
1599,"HORVU.MOREX.r2.7HG0556150","32H"
1600,"HORVU.MOREX.r2.5HG0400660","32H"
1601,"HORVU.MOREX.r2.3HG0234720","32H"
1602,"HORVU.MOREX.r2.2HG0106890","32H"
1603,"HORVU.MOREX.r2.4HG0320870","32H"
1604,"HORVU.MOREX.r2.7HG0550290","32H"
1605,"HORVU.MOREX.r2.7HG0580950","32H"
1606,"HORVU.MOREX.r2.6HG0476720","32H"
1607,"HORVU.MOREX.r2.7HG0609850","32H"
1608,"HORVU.MOREX.r2.5HG0361390","32H"
1609,"HORVU.MOREX.r2.6HG0512500","32H"
1610,"HORVU.MOREX.r2.3HG0220340","32H"
1611,"HORVU.MOREX.r2.6HG0489030","32H"
1612,"HORVU.MOREX.r2.2HG0089770","32H"
1613,"HORVU.MOREX.r2.4HG0292220","32H"
1614,"HORVU.MOREX.r2.4HG0335810","32H"
1615,"HORVU.MOREX.r2.2HG0102000","32H"
1616,"HORVU.MOREX.r2.2HG0135750","32H"
1617,"HORVU.MOREX.r2.7HG0617070","32H"
1618,"HORVU.MOREX.r2.3HG0206370","32H"
1619,"HORVU.MOREX.r2.2HG0114300","32H"
1620,"HORVU.MOREX.r2.2HG0114340","32H"
1621,"HORVU.MOREX.r2.1HG0040870","32H"
1622,"HORVU.MOREX.r2.1HG0019680","32H"
1623,"HORVU.MOREX.r2.4HG0298820","32H"
1624,"HORVU.MOREX.r2.5HG0393650","32H"
1625,"HORVU.MOREX.r2.5HG0360080","32H"
1626,"HORVU.MOREX.r2.7HG0547680","32H"
1627,"HORVU.MOREX.r2.3HG0213560","32H"
1628,"HORVU.MOREX.r2.7HG0613140","32H"
1629,"HORVU.MOREX.r2.4HG0338680","32H"
1630,"HORVU.MOREX.r2.7HG0567850","32H"
1631,"HORVU.MOREX.r2.1HG0012520","32H"
1632,"HORVU.MOREX.r2.3HG0214550","32H"
1633,"HORVU.MOREX.r2.2HG0148350","32H"
1634,"HORVU.MOREX.r2.3HG0228970","32H"
1635,"HORVU.MOREX.r2.2HG0136720","32H"
1636,"HORVU.MOREX.r2.5HG0432490","32H"
1637,"HORVU.MOREX.r2.7HG0585590","32H"
1638,"HORVU.MOREX.r2.3HG0242710","32H"
1639,"HORVU.MOREX.r2.5HG0435030","32H"
1640,"HORVU.MOREX.r2.1HG0023650","32H"
1641,"HORVU.MOREX.r2.5HG0349860","32H"
1642,"HORVU.MOREX.r2.5HG0430010","32H"
1643,"HORVU.MOREX.r2.4HG0323710","32H"
1644,"HORVU.MOREX.r2.5HG0396990","32H"
1645,"HORVU.MOREX.r2.6HG0502460","32H"
1646,"HORVU.MOREX.r2.1HG0020640","32H"
1647,"HORVU.MOREX.r2.3HG0242420","32H"
1648,"HORVU.MOREX.r2.2HG0133550","32H"
1649,"HORVU.MOREX.r2.1HG0006620","32H"
1650,"HORVU.MOREX.r2.7HG0548450","32H"
1651,"HORVU.MOREX.r2.1HG0040640","32H"
1652,"HORVU.MOREX.r2.1HG0071160","32H"
1653,"HORVU.MOREX.r2.5HG0443290","32H"
1654,"HORVU.MOREX.r2.1HG0004070","32H"
1655,"HORVU.MOREX.r2.2HG0104420","32H"
1656,"HORVU.MOREX.r2.4HG0329220","32H"
1657,"HORVU.MOREX.r2.2HG0130510","32H"
1658,"HORVU.MOREX.r2.7HG0570420","32H"
1659,"HORVU.MOREX.r2.3HG0221240","32H"
1660,"HORVU.MOREX.r2.1HG0073100","32H"
1661,"HORVU.MOREX.r2.2HG0107970","32H"
1662,"HORVU.MOREX.r2.4HG0289350","32H"
1663,"HORVU.MOREX.r2.1HG0019150","32H"
1664,"HORVU.MOREX.r2.2HG0164630","32H"
1665,"HORVU.MOREX.r2.1HG0019270","32H"
1666,"HORVU.MOREX.r2.6HG0459080","32H"
1667,"HORVU.MOREX.r2.5HG0349350","32H"
1668,"HORVU.MOREX.r2.6HG0450200","32H"
1669,"HORVU.MOREX.r2.4HG0289340","32H"
1670,"HORVU.MOREX.r2.4HG0284650","32H"
1671,"HORVU.MOREX.r2.2HG0096310","32H"
1672,"HORVU.MOREX.r2.1HG0038720","32H"
1673,"HORVU.MOREX.r2.2HG0173650","32H"
1674,"HORVU.MOREX.r2.2HG0146420","32H"
1675,"HORVU.MOREX.r2.2HG0119140","32H"
1676,"HORVU.MOREX.r2.7HG0571730","32H"
1677,"HORVU.MOREX.r2.7HG0582010","32H"
1678,"HORVU.MOREX.r2.2HG0125000","32H"
1679,"HORVU.MOREX.r2.5HG0363690","32H"
1680,"HORVU.MOREX.r2.5HG0423360","32H"
1681,"HORVU.MOREX.r2.4HG0347110","32H"
1682,"HORVU.MOREX.r2.6HG0474030","32H"
1683,"HORVU.MOREX.r2.6HG0485800","32H"
1684,"HORVU.MOREX.r2.1HG0023270","32H"
1685,"HORVU.MOREX.r2.3HG0237450","32H"
1686,"HORVU.MOREX.r2.5HG0382400","32H"
1687,"HORVU.MOREX.r2.4HG0306970","32H"
1688,"HORVU.MOREX.r2.7HG0568530","32H"
1689,"HORVU.MOREX.r2.2HG0167340","32H"
1690,"HORVU.MOREX.r2.3HG0246670","32H"
1691,"HORVU.MOREX.r2.5HG0399100","32H"
1692,"HORVU.MOREX.r2.3HG0273290","32H"
1693,"HORVU.MOREX.r2.4HG0291490","32H"
1694,"HORVU.MOREX.r2.7HG0553260","32H"
1695,"HORVU.MOREX.r2.4HG0339400","32H"
1696,"HORVU.MOREX.r2.3HG0255380","32H"
1697,"HORVU.MOREX.r2.5HG0422530","32H"
1698,"HORVU.MOREX.r2.3HG0221610","32H"
1699,"HORVU.MOREX.r2.3HG0209060","32H"
1700,"HORVU.MOREX.r2.1HG0060710","32H"
1701,"HORVU.MOREX.r2.3HG0257390","32H"
1702,"HORVU.MOREX.r2.1HG0075470","32H"
1703,"HORVU.MOREX.r2.7HG0565560","32H"
1704,"HORVU.MOREX.r2.7HG0619080","32H"
1705,"HORVU.MOREX.r2.1HG0053440","32H"
1706,"HORVU.MOREX.r2.4HG0297010","32H"
1707,"HORVU.MOREX.r2.1HG0025620","32H"
1708,"HORVU.MOREX.r2.4HG0322020","32H"
1709,"HORVU.MOREX.r2.4HG0286450","32H"
1710,"HORVU.MOREX.r2.7HG0620300","32H"
1711,"HORVU.MOREX.r2.1HG0045890","32H"
1712,"HORVU.MOREX.r2.4HG0284770","32H"
1713,"HORVU.MOREX.r2.6HG0493720","32H"
1714,"HORVU.MOREX.r2.5HG0404190","32H"
1715,"HORVU.MOREX.r2.5HG0436190","32H"
1716,"HORVU.MOREX.r2.2HG0167910","32H"
1717,"HORVU.MOREX.r2.3HG0241990","32H"
1718,"HORVU.MOREX.r2.4HG0299430","32H"
1719,"HORVU.MOREX.r2.1HG0056380","32H"
1720,"HORVU.MOREX.r2.1HG0057620","32H"
1721,"HORVU.MOREX.r2.5HG0355960","32H"
1722,"HORVU.MOREX.r2.1HG0034210","32H"
1723,"HORVU.MOREX.r2.3HG0269660","32H"
1724,"HORVU.MOREX.r2.2HG0114920","32H"
1725,"HORVU.MOREX.r2.5HG0399280","32H"
1726,"HORVU.MOREX.r2.6HG0515140","32H"
1727,"HORVU.MOREX.r2.4HG0312430","32H"
1728,"HORVU.MOREX.r2.4HG0321980","32H"
1729,"HORVU.MOREX.r2.4HG0277720","32H"
1730,"HORVU.MOREX.r2.6HG0455640","32H"
1731,"HORVU.MOREX.r2.2HG0148000","32H"
1732,"HORVU.MOREX.r2.5HG0413900","32H"
1733,"HORVU.MOREX.r2.3HG0201510","32H"
1734,"HORVU.MOREX.r2.3HG0216150","32H"
1735,"HORVU.MOREX.r2.7HG0544550","32H"
1736,"HORVU.MOREX.r2.3HG0204680","32H"
1737,"HORVU.MOREX.r2.6HG0464080","32H"
1738,"HORVU.MOREX.r2.5HG0407280","32H"
1739,"HORVU.MOREX.r2.3HG0202180","32H"
1740,"HORVU.MOREX.r2.3HG0249370","32H"
1741,"HORVU.MOREX.r2.2HG0110160","32H"
1742,"HORVU.MOREX.r2.5HG0381820","32H"
1743,"HORVU.MOREX.r2.6HG0487450","32H"
1744,"HORVU.MOREX.r2.4HG0341700","32H"
1745,"HORVU.MOREX.r2.5HG0397570","32H"
1746,"HORVU.MOREX.r2.4HG0324130","32H"
1747,"HORVU.MOREX.r2.7HG0617450","32H"
1748,"HORVU.MOREX.r2.2HG0117550","32H"
1749,"HORVU.MOREX.r2.6HG0500890","32H"
1750,"HORVU.MOREX.r2.3HG0253440","32H"
1751,"HORVU.MOREX.r2.6HG0479680","32H"
1752,"HORVU.MOREX.r2.3HG0259640","32H"
1753,"HORVU.MOREX.r2.1HG0064470","32H"
1754,"HORVU.MOREX.r2.5HG0444510","32H"
1755,"HORVU.MOREX.r2.6HG0510030","32H"
1756,"HORVU.MOREX.r2.4HG0280540","32H"
1757,"HORVU.MOREX.r2.3HG0237920","32H"
1758,"HORVU.MOREX.r2.6HG0511270","32H"
1759,"HORVU.MOREX.r2.1HG0050960","32H"
1760,"HORVU.MOREX.r2.6HG0523990","32H"
1761,"HORVU.MOREX.r2.1HG0034700","32H"
1762,"HORVU.MOREX.r2.2HG0130730","32H"
1763,"HORVU.MOREX.r2.3HG0216490","32H"
1764,"HORVU.MOREX.r2.6HG0474680","32H"
1765,"HORVU.MOREX.r2.6HG0502710","32H"
1766,"HORVU.MOREX.r2.4HG0329510","32H"
1767,"HORVU.MOREX.r2.3HG0235250","32H"
1768,"HORVU.MOREX.r2.5HG0426980","32H"
1769,"HORVU.MOREX.r2.7HG0564990","32H"
1770,"HORVU.MOREX.r2.7HG0589230","32H"
1771,"HORVU.MOREX.r2.5HG0378470","32H"
1772,"HORVU.MOREX.r2.4HG0287460","32H"
1773,"HORVU.MOREX.r2.5HG0408850","32H"
1774,"HORVU.MOREX.r2.3HG0224440","32H"
1775,"HORVU.MOREX.r2.3HG0251160","32H"
1776,"HORVU.MOREX.r2.3HG0256340","32H"
1777,"HORVU.MOREX.r2.6HG0481430","32H"
1778,"HORVU.MOREX.r2.1HG0043590","32H"
1779,"HORVU.MOREX.r2.6HG0520780","32H"
1780,"HORVU.MOREX.r2.7HG0587930","32H"
1781,"HORVU.MOREX.r2.6HG0505640","32H"
1782,"HORVU.MOREX.r2.2HG0148160","32H"
1783,"HORVU.MOREX.r2.2HG0143550","32H"
1784,"HORVU.MOREX.r2.5HG0444070","32H"
1785,"HORVU.MOREX.r2.3HG0270820","32H"
1786,"HORVU.MOREX.r2.3HG0256850","32H"
1787,"HORVU.MOREX.r2.5HG0385630","32H"
1788,"HORVU.MOREX.r2.3HG0251970","32H"
1789,"HORVU.MOREX.r2.1HG0033270","32H"
1790,"HORVU.MOREX.r2.2HG0147940","32H"
1791,"HORVU.MOREX.r2.5HG0424820","32H"
1792,"HORVU.MOREX.r2.4HG0338920","32H"
1793,"HORVU.MOREX.r2.7HG0554060","32H"
1794,"HORVU.MOREX.r2.7HG0542800","32H"
1795,"HORVU.MOREX.r2.7HG0590930","32H"
1796,"HORVU.MOREX.r2.5HG0363280","32H"
1797,"HORVU.MOREX.r2.1HG0039130","32H"
1798,"HORVU.MOREX.r2.4HG0279020","32H"
1799,"HORVU.MOREX.r2.5HG0428870","32H"
1800,"HORVU.MOREX.r2.5HG0411080","32H"
1801,"HORVU.MOREX.r2.4HG0311790","32H"
1802,"HORVU.MOREX.r2.5HG0389410","32H"
1803,"HORVU.MOREX.r2.7HG0592460","32H"
1804,"HORVU.MOREX.r2.3HG0240100","32H"
1805,"HORVU.MOREX.r2.3HG0211020","32H"
1806,"HORVU.MOREX.r2.4HG0279830","32H"
1807,"HORVU.MOREX.r2.5HG0369790","32H"
1808,"HORVU.MOREX.r2.4HG0312900","32H"
1809,"HORVU.MOREX.r2.6HG0499400","32H"
1810,"HORVU.MOREX.r2.6HG0517520","32H"
1811,"HORVU.MOREX.r2.4HG0289410","32H"
1812,"HORVU.MOREX.r2.5HG0358520","32H"
1813,"HORVU.MOREX.r2.7HG0568370","32H"
1814,"HORVU.MOREX.r2.1HG0008950","32H"
1815,"HORVU.MOREX.r2.5HG0396660","32H"
1816,"HORVU.MOREX.r2.2HG0091540","32H"
1817,"HORVU.MOREX.r2.4HG0315510","32H"
1818,"HORVU.MOREX.r2.5HG0387900","32H"
1819,"HORVU.MOREX.r2.7HG0572570","32H"
1820,"HORVU.MOREX.r2.1HG0033160","32H"
1821,"HORVU.MOREX.r2.4HG0336480","32H"
1822,"HORVU.MOREX.r2.3HG0256740","32H"
1823,"HORVU.MOREX.r2.1HG0000450","32H"
1824,"HORVU.MOREX.r2.2HG0175470","32H"
1825,"HORVU.MOREX.r2.3HG0186000","32H"
1826,"HORVU.MOREX.r2.4HG0276100","32H"
1827,"HORVU.MOREX.r2.7HG0564200","32H"
1828,"HORVU.MOREX.r2.2HG0092740","32H"
1829,"HORVU.MOREX.r2.1HG0075830","32H"
1830,"HORVU.MOREX.r2.2HG0163690","32H"
1831,"HORVU.MOREX.r2.3HG0205420","32H"
1832,"HORVU.MOREX.r2.4HG0307030","32H"
1833,"HORVU.MOREX.r2.1HG0073630","32H"
1834,"HORVU.MOREX.r2.7HG0548840","32H"
1835,"HORVU.MOREX.r2.2HG0155160","32H"
1836,"HORVU.MOREX.r2.2HG0100580","32H"
1837,"HORVU.MOREX.r2.1HG0043060","32H"
1838,"HORVU.MOREX.r2.4HG0294250","32H"
1839,"HORVU.MOREX.r2.5HG0432000","32H"
1840,"HORVU.MOREX.r2.6HG0490690","32H"
1841,"HORVU.MOREX.r2.7HG0561880","32H"
1842,"HORVU.MOREX.r2.5HG0401240","32H"
1843,"HORVU.MOREX.r2.3HG0190840","32H"
1844,"HORVU.MOREX.r2.5HG0413090","32H"
1845,"HORVU.MOREX.r2.1HG0036440","32H"
1846,"HORVU.MOREX.r2.7HG0555870","32H"
1847,"HORVU.MOREX.r2.6HG0489010","32H"
1848,"HORVU.MOREX.r2.6HG0497190","32H"
1849,"HORVU.MOREX.r2.6HG0465770","32H"
1850,"HORVU.MOREX.r2.4HG0321540","32H"
1851,"HORVU.MOREX.r2.7HG0534430","32H"
1852,"HORVU.MOREX.r2.7HG0612910","32H"
1853,"HORVU.MOREX.r2.5HG0383720","32H"
1854,"HORVU.MOREX.r2.1HG0028200","32H"
1855,"HORVU.MOREX.r2.7HG0595210","32H"
1856,"HORVU.MOREX.r2.3HG0221300","32H"
1857,"HORVU.MOREX.r2.7HG0559680","32H"
1858,"HORVU.MOREX.r2.6HG0510320","32H"
1859,"HORVU.MOREX.r2.2HG0124290","32H"
1860,"HORVU.MOREX.r2.1HG0019450","32H"
1861,"HORVU.MOREX.r2.2HG0140530","32H"
1862,"HORVU.MOREX.r2.6HG0462220","32H"
1863,"HORVU.MOREX.r2.5HG0384530","32H"
1864,"HORVU.MOREX.r2.2HG0113880","32H"
1865,"HORVU.MOREX.r2.5HG0390370","32H"
1866,"HORVU.MOREX.r2.7HG0539660","32H"
1867,"HORVU.MOREX.r2.2HG0103090","32H"
1868,"HORVU.MOREX.r2.5HG0445890","32H"
1869,"HORVU.MOREX.r2.5HG0441670","32H"
1870,"HORVU.MOREX.r2.4HG0289200","32H"
1871,"HORVU.MOREX.r2.5HG0398910","32H"
1872,"HORVU.MOREX.r2.1HG0037760","32H"
1873,"HORVU.MOREX.r2.2HG0135340","32H"
1874,"HORVU.MOREX.r2.7HG0612050","32H"
1875,"HORVU.MOREX.r2.1HG0049060","32H"
1876,"HORVU.MOREX.r2.4HG0335890","32H"
1877,"HORVU.MOREX.r2.5HG0401000","32H"
1878,"HORVU.MOREX.r2.4HG0315130","32H"
1879,"HORVU.MOREX.r2.3HG0224510","32H"
1880,"HORVU.MOREX.r2.5HG0396420","32H"
1881,"HORVU.MOREX.r2.1HG0055760","32H"
1882,"HORVU.MOREX.r2.5HG0447050","32H"
1883,"HORVU.MOREX.r2.3HG0250730","32H"
1884,"HORVU.MOREX.r2.6HG0490950","32H"
1885,"HORVU.MOREX.r2.7HG0567260","32H"
1886,"HORVU.MOREX.r2.5HG0445110","32H"
1887,"HORVU.MOREX.r2.5HG0445120","32H"
1888,"HORVU.MOREX.r2.3HG0215170","32H"
1889,"HORVU.MOREX.r2.5HG0443410","32H"
1890,"HORVU.MOREX.r2.3HG0242030","32H"
1891,"HORVU.MOREX.r2.7HG0566810","32H"
1892,"HORVU.MOREX.r2.7HG0554270","32H"
1893,"HORVU.MOREX.r2.3HG0207340","32H"
1894,"HORVU.MOREX.r2.4HG0296570","32H"
1895,"HORVU.MOREX.r2.7HG0535440","32H"
1896,"HORVU.MOREX.r2.5HG0414000","32H"
1897,"HORVU.MOREX.r2.3HG0213070","32H"
1898,"HORVU.MOREX.r2.2HG0143010","32H"
1899,"HORVU.MOREX.r2.6HG0497340","32H"
1900,"HORVU.MOREX.r2.2HG0102880","32H"
1901,"HORVU.MOREX.r2.5HG0430170","32H"
1902,"HORVU.MOREX.r2.7HG0552530","32H"
1903,"HORVU.MOREX.r2.4HG0286110","32H"
1904,"HORVU.MOREX.r2.4HG0321030","32H"
1905,"HORVU.MOREX.r2.4HG0331930","32H"
1906,"HORVU.MOREX.r2.5HG0439470","32H"
1907,"HORVU.MOREX.r2.1HG0030950","32H"
1908,"HORVU.MOREX.r2.5HG0445880","32H"
1909,"HORVU.MOREX.r2.3HG0271590","32H"
1910,"HORVU.MOREX.r2.4HG0295460","32H"
1911,"HORVU.MOREX.r2.3HG0212160","32H"
1912,"HORVU.MOREX.r2.5HG0431320","32H"
1913,"HORVU.MOREX.r2.3HG0198600","32H"
1914,"HORVU.MOREX.r2.4HG0346920","32H"
1915,"HORVU.MOREX.r2.7HG0571620","32H"
1916,"HORVU.MOREX.r2.6HG0501520","32H"
1917,"HORVU.MOREX.r2.5HG0383520","32H"
1918,"HORVU.MOREX.r2.4HG0281710","32H"
1919,"HORVU.MOREX.r2.7HG0584640","32H"
1920,"HORVU.MOREX.r2.1HG0015100","32H"
1921,"HORVU.MOREX.r2.2HG0158090","32H"
1922,"HORVU.MOREX.r2.7HG0599060","32H"
1923,"HORVU.MOREX.r2.6HG0497270","32H"
1924,"HORVU.MOREX.r2.7HG0568980","32H"
1925,"HORVU.MOREX.r2.4HG0333580","32H"
1926,"HORVU.MOREX.r2.1HG0037040","32H"
1927,"HORVU.MOREX.r2.6HG0491960","32H"
1928,"HORVU.MOREX.r2.7HG0600140","32H"
1929,"HORVU.MOREX.r2.4HG0329640","32H"
1930,"HORVU.MOREX.r2.1HG0039290","32H"
1931,"HORVU.MOREX.r2.2HG0143150","32H"
1932,"HORVU.MOREX.r2.3HG0250500","32H"
1933,"HORVU.MOREX.r2.5HG0438210","32H"
1934,"HORVU.MOREX.r2.1HG0002840","32H"
1935,"HORVU.MOREX.r2.4HG0325920","32H"
1936,"HORVU.MOREX.r2.4HG0335030","32H"
1937,"HORVU.MOREX.r2.7HG0570720","32H"
1938,"HORVU.MOREX.r2.5HG0398360","32H"
1939,"HORVU.MOREX.r2.7HG0602420","32H"
1940,"HORVU.MOREX.r2.6HG0461740","32H"
1941,"HORVU.MOREX.r2.2HG0145240","32H"
1942,"HORVU.MOREX.r2.1HG0034800","32H"
1943,"HORVU.MOREX.r2.5HG0424550","32H"
1944,"HORVU.MOREX.r2.3HG0198590","32H"
1945,"HORVU.MOREX.r2.6HG0448980","32H"
1946,"HORVU.MOREX.r2.7HG0601460","32H"
1947,"HORVU.MOREX.r2.1HG0037400","32H"
1948,"HORVU.MOREX.r2.7HG0617880","32H"
1949,"HORVU.MOREX.r2.5HG0350030","32H"
1950,"HORVU.MOREX.r2.7HG0613410","32H"
1951,"HORVU.MOREX.r2.7HG0597770","32H"
1952,"HORVU.MOREX.r2.2HG0109750","32H"
1953,"HORVU.MOREX.r2.1HG0068360","32H"
1954,"HORVU.MOREX.r2.2HG0164770","32H"
1955,"HORVU.MOREX.r2.6HG0510170","32H"
1956,"HORVU.MOREX.r2.3HG0204480","32H"
1957,"HORVU.MOREX.r2.1HG0035920","32H"
1958,"HORVU.MOREX.r2.5HG0428620","32H"
1959,"HORVU.MOREX.r2.5HG0424570","32H"
1960,"HORVU.MOREX.r2.3HG0218160","32H"
1961,"HORVU.MOREX.r2.3HG0255370","32H"
1962,"HORVU.MOREX.r2.3HG0215440","32H"
1963,"HORVU.MOREX.r2.2HG0143320","32H"
1964,"HORVU.MOREX.r2.5HG0423810","32H"
1965,"HORVU.MOREX.r2.1HG0040630","32H"
1966,"HORVU.MOREX.r2.7HG0597670","32H"
1967,"HORVU.MOREX.r2.2HG0167090","32H"
1968,"HORVU.MOREX.r2.2HG0136730","32H"
1969,"HORVU.MOREX.r2.6HG0489240","32H"
1970,"HORVU.MOREX.r2.2HG0148230","32H"
1971,"HORVU.MOREX.r2.5HG0415920","32H"
1972,"HORVU.MOREX.r2.4HG0332570","32H"
1973,"HORVU.MOREX.r2.5HG0419600","32H"
1974,"HORVU.MOREX.r2.6HG0462000","32H"
1975,"HORVU.MOREX.r2.3HG0188990","32H"
1976,"HORVU.MOREX.r2.7HG0583210","32H"
1977,"HORVU.MOREX.r2.5HG0401430","32H"
1978,"HORVU.MOREX.r2.6HG0508100","32H"
1979,"HORVU.MOREX.r2.2HG0167130","32H"
1980,"HORVU.MOREX.r2.2HG0171020","32H"
1981,"HORVU.MOREX.r2.2HG0154380","32H"
1982,"HORVU.MOREX.r2.1HG0056980","32H"
1983,"HORVU.MOREX.r2.4HG0345310","32H"
1984,"HORVU.MOREX.r2.4HG0286590","32H"
1985,"HORVU.MOREX.r2.7HG0585740","32H"
1986,"HORVU.MOREX.r2.1HG0027480","32H"
1987,"HORVU.MOREX.r2.3HG0242540","32H"
1988,"HORVU.MOREX.r2.1HG0058760","32H"
1989,"HORVU.MOREX.r2.4HG0339270","32H"
1990,"HORVU.MOREX.r2.2HG0110930","32H"
1991,"HORVU.MOREX.r2.6HG0526860","32H"
1992,"HORVU.MOREX.r2.3HG0245440","32H"
1993,"HORVU.MOREX.r2.2HG0126490","32H"
1994,"HORVU.MOREX.r2.3HG0213080","32H"
1995,"HORVU.MOREX.r2.6HG0476600","32H"
1996,"HORVU.MOREX.r2.4HG0347410","32H"
1997,"HORVU.MOREX.r2.1HG0039600","32H"
1998,"HORVU.MOREX.r2.5HG0422780","32H"
1999,"HORVU.MOREX.r2.3HG0199170","32H"
2000,"HORVU.MOREX.r2.7HG0617940","32H"
2001,"HORVU.MOREX.r2.4HG0315350","32H"
2002,"HORVU.MOREX.r2.2HG0137370","32H"
2003,"HORVU.MOREX.r2.2HG0163880","32H"
2004,"HORVU.MOREX.r2.1HG0072390","32H"
2005,"HORVU.MOREX.r2.6HG0499610","32H"
2006,"HORVU.MOREX.r2.5HG0410950","32H"
2007,"HORVU.MOREX.r2.2HG0135820","32H"
2008,"HORVU.MOREX.r2.7HG0590460","32H"
2009,"HORVU.MOREX.r2.2HG0113930","32H"
2010,"HORVU.MOREX.r2.1HG0013210","32H"
2011,"HORVU.MOREX.r2.2HG0084490","32H"
2012,"HORVU.MOREX.r2.2HG0081770","32H"
2013,"HORVU.MOREX.r2.4HG0283440","32H"
2014,"HORVU.MOREX.r2.5HG0380660","32H"
2015,"HORVU.MOREX.r2.5HG0394330","32H"
2016,"HORVU.MOREX.r2.5HG0429050","32H"
2017,"HORVU.MOREX.r2.4HG0279810","32H"
2018,"HORVU.MOREX.r2.4HG0328620","32H"
2019,"HORVU.MOREX.r2.4HG0327010","32H"
2020,"HORVU.MOREX.r2.6HG0514000","32H"
2021,"HORVU.MOREX.r2.1HG0070190","32H"
2022,"HORVU.MOREX.r2.1HG0059530","32H"
2023,"HORVU.MOREX.r2.5HG0423850","32H"
2024,"HORVU.MOREX.r2.6HG0474930","32H"
2025,"HORVU.MOREX.r2.6HG0507640","32H"
2026,"HORVU.MOREX.r2.3HG0252760","32H"
2027,"HORVU.MOREX.r2.6HG0517460","32H"
2028,"HORVU.MOREX.r2.5HG0352300","32H"
